iter	RMSE_SumError	RMSE_SumWeight
0	228992292.7	497569
1	207103063.3	497569
2	191684081	497569
3	179073365.4	497569
4	170548352.6	497569
5	163157746.9	497569
6	157450979.8	497569
7	153656135.5	497569
8	150805342.1	497569
9	147775676.9	497569
10	145285964.2	497569
11	143683198.4	497569
12	142344401.6	497569
13	141131355.5	497569
14	140803188.1	497569
15	140074920.3	497569
16	139533998.9	497569
17	138905041.8	497569
18	138421600.8	497569
19	137606916.3	497569
20	136951160.3	497569
21	136464571.3	497569
22	136051899.3	497569
23	135476686.6	497569
24	135008733.3	497569
25	134748403.1	497569
26	134322715.6	497569
27	134010583.9	497569
28	133699639.8	497569
29	133291193.7	497569
30	132864991.1	497569
31	132665363.5	497569
32	132384903	497569
33	132072009	497569
34	131784184.4	497569
35	131580398.5	497569
36	131391211.7	497569
37	131198529.2	497569
38	131060634.8	497569
39	130903487.1	497569
40	130716525.1	497569
41	130453006.2	497569
42	130184745.5	497569
43	130106163.3	497569
44	129904424.1	497569
45	129804550.4	497569
46	129630832.2	497569
47	129382078.1	497569
48	129065120	497569
49	128961635.4	497569
50	128845054.5	497569
51	128755365.5	497569
52	128463388.5	497569
53	128442422.8	497569
54	128374297.9	497569
55	128076613.9	497569
56	127904847.1	497569
57	127842128.3	497569
58	127715128.2	497569
59	127650608.5	497569
60	127601189.5	497569
61	127501158.6	497569
62	127362273.6	497569
63	127285652.2	497569
64	127123218.5	497569
65	127072038.7	497569
66	126984852.2	497569
67	126830629.8	497569
68	126649850.3	497569
69	126498675.4	497569
70	126446964.3	497569
71	126367700.1	497569
72	126329235.9	497569
73	126231441.3	497569
74	126122268	497569
75	126075748.7	497569
76	125905323.9	497569
77	125904307.6	497569
78	125820637.6	497569
79	125805882.5	497569
80	125731202.8	497569
81	125646252.6	497569
82	125612266.8	497569
83	125401892.6	497569
84	125205771.8	497569
85	125099881.4	497569
86	125035379.5	497569
87	124990603.8	497569
88	124937095	497569
89	124776947	497569
90	124710502.9	497569
91	124687016.5	497569
92	124643925.3	497569
93	124592049.9	497569
94	124508451.9	497569
95	124453054.2	497569
96	124418594.9	497569
97	124239855.6	497569
98	124136475.6	497569
99	124083250.6	497569
100	124040235	497569
101	123913238.4	497569
102	123836199.3	497569
103	123741917.4	497569
104	123606296.2	497569
105	123576181.5	497569
106	123537992.6	497569
107	123491543.4	497569
108	123460753.1	497569
109	123387168.7	497569
110	123356501.9	497569
111	123234347.4	497569
112	123205635.3	497569
113	123047748.1	497569
114	122904412.6	497569
115	122866392.4	497569
116	122804499.1	497569
117	122763494	497569
118	122674977.1	497569
119	122642527.1	497569
120	122641559	497569
121	122640633.5	497569
122	122592816.1	497569
123	122569618	497569
124	122481061.5	497569
125	122430488.3	497569
126	122412909	497569
127	122357992.5	497569
128	122229622.1	497569
129	122228173.9	497569
130	122159970	497569
131	122126192.3	497569
132	122085577.1	497569
133	122085030.7	497569
134	122067970.9	497569
135	122067099.3	497569
136	122044204.1	497569
137	122041862.2	497569
138	121992752.8	497569
139	121865875.6	497569
140	121863717.5	497569
141	121845598.7	497569
142	121822720.3	497569
143	121727842.3	497569
144	121613173.6	497569
145	121572555	497569
146	121512901.8	497569
147	121494487.6	497569
148	121451291.5	497569
149	121425818.9	497569
150	121382448.4	497569
151	121355412.5	497569
152	121295005.4	497569
153	121256385.9	497569
154	121252939.5	497569
155	121165086.2	497569
156	121156788.3	497569
157	121153869.3	497569
158	121023566.6	497569
159	121010884.3	497569
160	121008530.2	497569
161	120990000.3	497569
162	120899296.7	497569
163	120874351.8	497569
164	120871739.4	497569
165	120745858.9	497569
166	120743203.8	497569
167	120739566.8	497569
168	120726907.4	497569
169	120718146.4	497569
170	120716147.7	497569
171	120681401.1	497569
172	120679412.9	497569
173	120533929.7	497569
174	120513635.8	497569
175	120508431.5	497569
176	120494229.7	497569
177	120461130.7	497569
178	120470942.7	497569
179	120375541.4	497569
180	120340119.3	497569
181	120265982	497569
182	120260023	497569
183	120151327.9	497569
184	120076849.8	497569
185	120035315.8	497569
186	120020574.2	497569
187	119991812.3	497569
188	119916499.3	497569
189	119841102.1	497569
190	119815067.2	497569
191	119797802.8	497569
192	119747158.6	497569
193	119723708.1	497569
194	119622473	497569
195	119602624.3	497569
196	119592228.5	497569
197	119578892.1	497569
198	119576453	497569
199	119525694	497569
200	119516670.1	497569
201	119503324.5	497569
202	119406865.4	497569
203	119382245.1	497569
204	119353358.9	497569
205	119331642.6	497569
206	119318427.7	497569
207	119318002.8	497569
208	119271938.3	497569
209	119263093	497569
210	119178141.4	497569
211	119180014.3	497569
212	119074754.3	497569
213	119064384.2	497569
214	119062895.3	497569
215	119042796.7	497569
216	119038699.8	497569
217	119011157.6	497569
218	118984327.8	497569
219	118983498	497569
220	118982414	497569
221	118899513	497569
222	118850145.4	497569
223	118832192.3	497569
224	118777487.7	497569
225	118749684.7	497569
226	118742010.5	497569
227	118692015.2	497569
228	118632890.3	497569
229	118611608.1	497569
230	118607761.6	497569
231	118558744.6	497569
232	118534493.2	497569
233	118453914	497569
234	118406226.9	497569
235	118382343	497569
236	118377208.6	497569
237	118298896.9	497569
238	118341754.8	497569
239	118347279.2	497569
240	118301912.9	497569
241	118264676.7	497569
242	118248905	497569
243	118243187.6	497569
244	118216966.8	497569
245	118214851.3	497569
246	118181633.5	497569
247	118149855.1	497569
248	118148485.1	497569
249	118167940.1	497569
250	118165020.6	497569
251	118114227.9	497569
252	118106474.1	497569
253	118081084.7	497569
254	118070754.6	497569
255	118017181	497569
256	118016171	497569
257	118023427.5	497569
258	118018304	497569
259	118017303	497569
260	117992826.5	497569
261	117989684.1	497569
262	117988979.9	497569
263	117985561.1	497569
264	117944804.7	497569
265	117916585.3	497569
266	117861182.2	497569
267	117835351.5	497569
268	117832862.6	497569
269	117844597.7	497569
270	117809303.3	497569
271	117792514.6	497569
272	117791767.4	497569
273	117725183	497569
274	117699769.1	497569
275	117665900.3	497569
276	117638460.1	497569
277	117637662	497569
278	117649152	497569
279	117623407.7	497569
280	117615317.7	497569
281	117556696	497569
282	117559405.6	497569
283	117551838.3	497569
284	117503157	497569
285	117497547.4	497569
286	117490403.1	497569
287	117468022.4	497569
288	117461572	497569
289	117447471	497569
290	117423667.9	497569
291	117422918.7	497569
292	117415736.9	497569
293	117414921.8	497569
294	117320993.2	497569
295	117304152.5	497569
296	117303372.1	497569
297	117268422.7	497569
298	117241476.3	497569
299	117217919.2	497569
300	117196206.9	497569
301	117186839.2	497569
302	117142028.4	497569
303	117130679.2	497569
304	117117350	497569
305	117101343.4	497569
306	117085660.3	497569
307	117019704.4	497569
308	116982627.9	497569
309	116978467.8	497569
310	116975945.7	497569
311	116977165.8	497569
312	116867519.9	497569
313	116791966.1	497569
314	116772209.5	497569
315	116753611.3	497569
316	116747152.2	497569
317	116714158.5	497569
318	116689689.1	497569
319	116662317.5	497569
320	116643045	497569
321	116636963.2	497569
322	116631955.1	497569
323	116608998.3	497569
324	116566243.3	497569
325	116551130.4	497569
326	116542403.6	497569
327	116516871	497569
328	116499431.9	497569
329	116486446.3	497569
330	116475474.9	497569
331	116443069.6	497569
332	116422334.4	497569
333	116406228.8	497569
334	116354832.2	497569
335	116352062.4	497569
336	116322505.5	497569
337	116309384.3	497569
338	116286095.1	497569
339	116278971.5	497569
340	116199866.1	497569
341	116129785.6	497569
342	116100002.6	497569
343	116016581.2	497569
344	115994652	497569
345	115973452.1	497569
346	115957347.2	497569
347	115944777.2	497569
348	115886047.8	497569
349	115878725.6	497569
350	115873546	497569
351	115888984.2	497569
352	115856424.1	497569
353	115801569.7	497569
354	115783007.9	497569
355	115757708.8	497569
356	115705900.1	497569
357	115674621.8	497569
358	115641439.3	497569
359	115613514.2	497569
360	115612316.6	497569
361	115582853.8	497569
362	115524103.1	497569
363	115494327.4	497569
364	115473172.1	497569
365	115480382.8	497569
366	115468934.4	497569
367	115462535.6	497569
368	115436167.2	497569
369	115435473.9	497569
370	115433789.5	497569
371	115409878.8	497569
372	115406095.9	497569
373	115351821.7	497569
374	115323573.5	497569
375	115300227.3	497569
376	115298706.7	497569
377	115263823.2	497569
378	115243494.4	497569
379	115230781.2	497569
380	115226113.4	497569
381	115221784.3	497569
382	115220282.3	497569
383	115173460.1	497569
384	115169938.7	497569
385	115128259.5	497569
386	115113760.1	497569
387	115112025.2	497569
388	115087521.6	497569
389	115078013.7	497569
390	115042162.4	497569
391	115038304.5	497569
392	115014099.7	497569
393	114952605	497569
394	114935254.6	497569
395	114919073.7	497569
396	114877651.3	497569
397	114871352.9	497569
398	114828834.1	497569
399	114790138.1	497569
400	114738532.6	497569
401	114693520	497569
402	114684702.5	497569
403	114670716.9	497569
404	114637397.6	497569
405	114610018.6	497569
406	114585744.8	497569
407	114585663.7	497569
408	114581738.7	497569
409	114568759.3	497569
410	114567247.2	497569
411	114538995.9	497569
412	114538305.4	497569
413	114537013.4	497569
414	114528680.1	497569
415	114516553.8	497569
416	114510239.3	497569
417	114505015.3	497569
418	114494521.7	497569
419	114488259.3	497569
420	114480652.7	497569
421	114474816.8	497569
422	114444065.9	497569
423	114443088.8	497569
424	114431717.7	497569
425	114423247.7	497569
426	114393776	497569
427	114351716.5	497569
428	114318580.9	497569
429	114305992.7	497569
430	114301915	497569
431	114302726.4	497569
432	114290744	497569
433	114262608.6	497569
434	114239013.9	497569
435	114220127.9	497569
436	114203578.5	497569
437	114193206.5	497569
438	114173546.4	497569
439	114121134	497569
440	114104324.3	497569
441	114082285	497569
442	114053841.6	497569
443	114036729.1	497569
444	114019050.3	497569
445	113997555.6	497569
446	113983600.2	497569
447	113939646.5	497569
448	113915275.9	497569
449	113912081.3	497569
450	113907626.5	497569
451	113910431.3	497569
452	113909162.2	497569
453	113903600.9	497569
454	113905497.3	497569
455	113897894.2	497569
456	113879352.4	497569
457	113841482.6	497569
458	113824034.1	497569
459	113823225.3	497569
460	113782005.3	497569
461	113735358.5	497569
462	113716785.8	497569
463	113721848.5	497569
464	113676376.4	497569
465	113657502.1	497569
466	113621811.4	497569
467	113600902.2	497569
468	113582382.2	497569
469	113560148.5	497569
470	113540956.6	497569
471	113521654.7	497569
472	113543392.9	497569
473	113533504.6	497569
474	113534500.5	497569
475	113529892	497569
476	113521359.8	497569
477	113514333.3	497569
478	113494863.2	497569
479	113496038.8	497569
480	113442766.6	497569
481	113440657.7	497569
482	113433707.2	497569
483	113420550.5	497569
484	113401800.9	497569
485	113397930.4	497569
486	113382778.9	497569
487	113379789.4	497569
488	113365942.7	497569
489	113323749.3	497569
490	113323148.3	497569
491	113309114.2	497569
492	113308552	497569
493	113305319.7	497569
494	113303246.3	497569
495	113302766.2	497569
496	113282844.8	497569
497	113241888.3	497569
498	113209635.7	497569
499	113163984.1	497569
500	113132989.6	497569
501	113087026	497569
502	113084891.2	497569
503	113058455.7	497569
504	113020171.6	497569
505	112998773.6	497569
506	112989460	497569
507	112972660	497569
508	112941263.6	497569
509	112938242.7	497569
510	112897905.3	497569
511	112884538.1	497569
512	112853231.3	497569
513	112847141.3	497569
514	112834869.2	497569
515	112806484.2	497569
516	112778324.1	497569
517	112774471.1	497569
518	112766919.8	497569
519	112755847	497569
520	112756609.7	497569
521	112733024.3	497569
522	112726340.2	497569
523	112724056.7	497569
524	112720359.4	497569
525	112717568.3	497569
526	112713393.1	497569
527	112709163.9	497569
528	112702549.6	497569
529	112701490.9	497569
530	112683741.6	497569
531	112683568.2	497569
532	112667904.6	497569
533	112654329.1	497569
534	112649800.6	497569
535	112620660.4	497569
536	112595057.7	497569
537	112553158.7	497569
538	112532891.2	497569
539	112531718.7	497569
540	112507438.2	497569
541	112483381.6	497569
542	112459921.7	497569
543	112447566.5	497569
544	112439251.1	497569
545	112453156.7	497569
546	112452446.4	497569
547	112442983.1	497569
548	112429790.3	497569
549	112409269.6	497569
550	112407393.8	497569
551	112406413.1	497569
552	112385195.3	497569
553	112380577.7	497569
554	112379717.9	497569
555	112377943.6	497569
556	112373475.7	497569
557	112344169.5	497569
558	112297604.3	497569
559	112279471.8	497569
560	112264489.1	497569
561	112260620.8	497569
562	112258830.9	497569
563	112256900.6	497569
564	112255235.8	497569
565	112198481.4	497569
566	112178628.3	497569
567	112166267.2	497569
568	112106911.4	497569
569	112093775.1	497569
570	112091872.9	497569
571	112091602.2	497569
572	112070648.4	497569
573	112068200.1	497569
574	112011101.1	497569
575	112002037.7	497569
576	111988333.7	497569
577	111985264.8	497569
578	111985117	497569
579	111979712	497569
580	111977836.7	497569
581	111951963.3	497569
582	111902983.5	497569
583	111891564.4	497569
584	111886731.1	497569
585	111859339.1	497569
586	111858709.2	497569
587	111856391.1	497569
588	111853077.3	497569
589	111802206.4	497569
590	111772160.3	497569
591	111763768.4	497569
592	111734717.1	497569
593	111708093.2	497569
594	111709272	497569
595	111709017.4	497569
596	111696338	497569
597	111695021.7	497569
598	111666292.4	497569
599	111643370.8	497569
600	111605218.9	497569
601	111600963.3	497569
602	111566888.7	497569
603	111552987.8	497569
604	111551059.1	497569
605	111538357.4	497569
606	111538299.6	497569
607	111530995.3	497569
608	111530740.2	497569
609	111527343	497569
610	111529862.7	497569
611	111497564.5	497569
612	111472926.3	497569
613	111447511.4	497569
614	111444216.7	497569
615	111430440.5	497569
616	111430129.4	497569
617	111427652.4	497569
618	111431887.4	497569
619	111412585.8	497569
620	111405206.7	497569
621	111383963.4	497569
622	111382881.6	497569
623	111373889.7	497569
624	111347883.9	497569
625	111324614.6	497569
626	111320842.3	497569
627	111294380.4	497569
628	111293433.1	497569
629	111269020.3	497569
630	111240681.7	497569
631	111236870.1	497569
632	111235107	497569
633	111234351	497569
634	111212118.4	497569
635	111196042	497569
636	111181775.4	497569
637	111161301.3	497569
638	111112211.7	497569
639	111103936.7	497569
640	111108397.9	497569
641	111093492.1	497569
642	111085557.4	497569
643	111047622.6	497569
644	111039741.8	497569
645	111026929	497569
646	111015583.3	497569
647	111021364.8	497569
648	111017386.3	497569
649	111016242.6	497569
650	111015231.4	497569
651	111008334.2	497569
652	111001115	497569
653	111001483.4	497569
654	110980285	497569
655	110978382.4	497569
656	110940117.5	497569
657	110920817.6	497569
658	110923356.7	497569
659	110919516.9	497569
660	110881099.6	497569
661	110866597.7	497569
662	110861394.6	497569
663	110853527.7	497569
664	110833430.1	497569
665	110797529.8	497569
666	110793926.9	497569
667	110793690.2	497569
668	110787606.7	497569
669	110772277.2	497569
670	110756125.1	497569
671	110727075.7	497569
672	110729512.3	497569
673	110715617.3	497569
674	110719532	497569
675	110697346.9	497569
676	110691133.4	497569
677	110691033.5	497569
678	110690994.6	497569
679	110654596.5	497569
680	110640907.2	497569
681	110628456.1	497569
682	110622382.6	497569
683	110589044.1	497569
684	110566683.8	497569
685	110566325.1	497569
686	110564228.1	497569
687	110536803.5	497569
688	110510274.1	497569
689	110498782.6	497569
690	110495687.3	497569
691	110495032.2	497569
692	110465928.8	497569
693	110453637.3	497569
694	110424053.5	497569
695	110422923.9	497569
696	110403994.1	497569
697	110403810.6	497569
698	110403283.9	497569
699	110389808.6	497569
700	110385449.9	497569
701	110382818.8	497569
702	110367274.8	497569
703	110318020	497569
704	110306955	497569
705	110270485.1	497569
706	110255962.1	497569
707	110254331.7	497569
708	110213636.4	497569
709	110227391.4	497569
710	110212692.6	497569
711	110210675.4	497569
712	110205953.5	497569
713	110204203.7	497569
714	110200947.4	497569
715	110194768	497569
716	110173246.5	497569
717	110151061.2	497569
718	110149640.9	497569
719	110121652.5	497569
720	110092580.1	497569
721	110058910	497569
722	110052306	497569
723	110046989.6	497569
724	110038623.8	497569
725	110036683.6	497569
726	110023910.9	497569
727	110004911.6	497569
728	109995806.9	497569
729	109995550.9	497569
730	109986047.2	497569
731	109976050.2	497569
732	109972992.1	497569
733	109960646.6	497569
734	109960154.1	497569
735	109958154	497569
736	109951016.2	497569
737	109946183.4	497569
738	109926280.9	497569
739	109913015.1	497569
740	109912876.4	497569
741	109915289.3	497569
742	109915216.4	497569
743	109885301.9	497569
744	109878437.9	497569
745	109870473.7	497569
746	109853816.7	497569
747	109839914	497569
748	109825362	497569
749	109817740.2	497569
750	109792551.1	497569
751	109771113	497569
752	109769275.6	497569
753	109736468.2	497569
754	109701012.9	497569
755	109698154.5	497569
756	109659772.5	497569
757	109658089.7	497569
758	109637969.2	497569
759	109633134.3	497569
760	109618423.8	497569
761	109603751.2	497569
762	109604863.4	497569
763	109590858.6	497569
764	109573170.1	497569
765	109552747.9	497569
766	109550641.2	497569
767	109539247.9	497569
768	109531928.6	497569
769	109525212.5	497569
770	109525420.9	497569
771	109509048.8	497569
772	109508823.7	497569
773	109507118.9	497569
774	109481008.4	497569
775	109479713.8	497569
776	109476650	497569
777	109476863.2	497569
778	109464395.3	497569
779	109455231.7	497569
780	109452342.9	497569
781	109435204.6	497569
782	109421152.4	497569
783	109412195.9	497569
784	109406988.9	497569
785	109400003.6	497569
786	109383146.2	497569
787	109359970	497569
788	109349458.1	497569
789	109347535.9	497569
790	109346326.9	497569
791	109353201.2	497569
792	109352014.8	497569
793	109349405.7	497569
794	109340162	497569
795	109337183	497569
796	109334913.1	497569
797	109334397	497569
798	109333267.8	497569
799	109298929.4	497569
800	109295132.5	497569
801	109283990.3	497569
802	109255535.5	497569
803	109249282.5	497569
804	109219904.5	497569
805	109219623.7	497569
806	109206511.3	497569
807	109185737.5	497569
808	109174765	497569
809	109171355.2	497569
810	109112178.9	497569
811	109092169.3	497569
812	109049734	497569
813	109029883.6	497569
814	109007561.9	497569
815	108999596.5	497569
816	108968700.6	497569
817	108929964	497569
818	108910303.1	497569
819	108906085.8	497569
820	108902062.7	497569
821	108879619	497569
822	108841044.7	497569
823	108836327.7	497569
824	108814888	497569
825	108808317.4	497569
826	108799169.9	497569
827	108798841.5	497569
828	108785212.5	497569
829	108776140.1	497569
830	108775988.2	497569
831	108762330.5	497569
832	108753031.6	497569
833	108735301.1	497569
834	108732723.1	497569
835	108720836.1	497569
836	108720468.8	497569
837	108689067.2	497569
838	108682456.6	497569
839	108679929.2	497569
840	108685783.4	497569
841	108684711.8	497569
842	108676576	497569
843	108651388.2	497569
844	108643452.4	497569
845	108643145.9	497569
846	108631475	497569
847	108629681.2	497569
848	108598290.5	497569
849	108588555.6	497569
850	108576081.1	497569
851	108564050.3	497569
852	108552148.5	497569
853	108542711.6	497569
854	108532743.3	497569
855	108530858.9	497569
856	108525743.1	497569
857	108522334.6	497569
858	108523263.9	497569
859	108516303.2	497569
860	108494160.3	497569
861	108477330.9	497569
862	108474798.6	497569
863	108471257.3	497569
864	108469408.6	497569
865	108442392.1	497569
866	108428537.7	497569
867	108411501.5	497569
868	108393376.8	497569
869	108349534	497569
870	108311245	497569
871	108314478.1	497569
872	108292842.6	497569
873	108286465.5	497569
874	108246221.4	497569
875	108241298.8	497569
876	108234254.2	497569
877	108228981.8	497569
878	108212527.8	497569
879	108205563.1	497569
880	108199702.7	497569
881	108185708.6	497569
882	108165262	497569
883	108159661	497569
884	108145188.9	497569
885	108124181.4	497569
886	108108342.7	497569
887	108104948.4	497569
888	108102451.3	497569
889	108087247.1	497569
890	108076875.9	497569
891	108075616.5	497569
892	108074765.9	497569
893	108069719.8	497569
894	108064708.3	497569
895	108050019.7	497569
896	108047638.2	497569
897	108038190.5	497569
898	108036608.3	497569
899	108034534.6	497569
900	108021543.9	497569
901	108005064.6	497569
902	107987088	497569
903	107984584.8	497569
904	107974230.7	497569
905	107953872.8	497569
906	107932781.3	497569
907	107932679.4	497569
908	107930868.6	497569
909	107922682.9	497569
910	107920097.8	497569
911	107911538.4	497569
912	107902499.5	497569
913	107863014.7	497569
914	107860071.9	497569
915	107853572.5	497569
916	107846476.7	497569
917	107814090.9	497569
918	107806305.9	497569
919	107802603.8	497569
920	107807029.5	497569
921	107792201.7	497569
922	107766851	497569
923	107751796.8	497569
924	107739263.8	497569
925	107736572.9	497569
926	107730367.8	497569
927	107716664.9	497569
928	107713692.1	497569
929	107709554.3	497569
930	107702059.1	497569
931	107698174	497569
932	107696259.4	497569
933	107679783.3	497569
934	107666790.3	497569
935	107666069.4	497569
936	107655178.7	497569
937	107642267	497569
938	107641229.6	497569
939	107640348.5	497569
940	107628770.1	497569
941	107617728.4	497569
942	107612842.6	497569
943	107586553.4	497569
944	107578562.7	497569
945	107576087.6	497569
946	107565368.6	497569
947	107557897.7	497569
948	107551957.4	497569
949	107541932.2	497569
950	107530460.7	497569
951	107529871.9	497569
952	107523879.1	497569
953	107514713.1	497569
954	107497749	497569
955	107477107.1	497569
956	107472133.8	497569
957	107451172.1	497569
958	107445433.8	497569
959	107434027.3	497569
960	107435794.4	497569
961	107408593.7	497569
962	107381837.5	497569
963	107359312.2	497569
964	107355663.2	497569
965	107362730	497569
966	107361389.9	497569
967	107360092.5	497569
968	107341753.9	497569
969	107317829.7	497569
970	107309096.3	497569
971	107301632.7	497569
972	107287513	497569
973	107272847.7	497569
974	107266213.3	497569
975	107255572.3	497569
976	107236283.7	497569
977	107234923.8	497569
978	107220079.5	497569
979	107215838.8	497569
980	107212683.5	497569
981	107207851.7	497569
982	107204289	497569
983	107193551.4	497569
984	107183742.9	497569
985	107177400.5	497569
986	107176775.2	497569
987	107173837.6	497569
988	107157399.9	497569
989	107144207.2	497569
990	107130260.5	497569
991	107108731.3	497569
992	107108933.5	497569
993	107099794	497569
994	107093116.2	497569
995	107071948	497569
996	107053384.9	497569
997	107049268.1	497569
998	107048239.3	497569
999	107032219.2	497569
1000	107021765.4	497569
1001	107004804.4	497569
1002	106983179.2	497569
1003	106957628.3	497569
1004	106931969	497569
1005	106920681.1	497569
1006	106893578.1	497569
1007	106877029.7	497569
1008	106872586.8	497569
1009	106872247.5	497569
1010	106851133	497569
1011	106847174.4	497569
1012	106846506.3	497569
1013	106834154.6	497569
1014	106817437.6	497569
1015	106792206.8	497569
1016	106764958.5	497569
1017	106728689.3	497569
1018	106712242.8	497569
1019	106704150.8	497569
1020	106693875.8	497569
1021	106674253.9	497569
1022	106673211.8	497569
1023	106646218.7	497569
1024	106649610.1	497569
1025	106641579.4	497569
1026	106645632	497569
1027	106638909.5	497569
1028	106612656.2	497569
1029	106608654	497569
1030	106599002.2	497569
1031	106572938	497569
1032	106568061.6	497569
1033	106550405.9	497569
1034	106542130.6	497569
1035	106522438.5	497569
1036	106497000.4	497569
1037	106488616.5	497569
1038	106471733.8	497569
1039	106459686.9	497569
1040	106456644.1	497569
1041	106456602.1	497569
1042	106425099	497569
1043	106407573.8	497569
1044	106398073.6	497569
1045	106387281.1	497569
1046	106339533.6	497569
1047	106315286.1	497569
1048	106293135.4	497569
1049	106263400.4	497569
1050	106249849.7	497569
1051	106245789.7	497569
1052	106224694.5	497569
1053	106224317.7	497569
1054	106210255.3	497569
1055	106186582	497569
1056	106186484.9	497569
1057	106183239.5	497569
1058	106182414	497569
1059	106182366.4	497569
1060	106181753.8	497569
1061	106179284	497569
1062	106163418	497569
1063	106148563.8	497569
1064	106131503.5	497569
1065	106128175.3	497569
1066	106110761.7	497569
1067	106095284	497569
1068	106096875.4	497569
1069	106074961.2	497569
1070	106067894.4	497569
1071	106067441.6	497569
1072	106058437.9	497569
1073	106053479.4	497569
1074	106051183.4	497569
1075	106045438.3	497569
1076	106045309.1	497569
1077	106038288.7	497569
1078	106017612	497569
1079	106016719.7	497569
1080	106000377.1	497569
1081	106001937.2	497569
1082	106000043.7	497569
1083	105999038.6	497569
1084	105998181.7	497569
1085	105991704.1	497569
1086	105967398.4	497569
1087	105934959.6	497569
1088	105927338.1	497569
1089	105920763.6	497569
1090	105909098.8	497569
1091	105899641.1	497569
1092	105886897.9	497569
1093	105876458.2	497569
1094	105864419.5	497569
1095	105857982.4	497569
1096	105846941.9	497569
1097	105835857.8	497569
1098	105822167.9	497569
1099	105807768.6	497569
1100	105800479.8	497569
1101	105798603.2	497569
1102	105804296.5	497569
1103	105804237.4	497569
1104	105794616.2	497569
1105	105777157.6	497569
1106	105770832.2	497569
1107	105763225.7	497569
1108	105770331.1	497569
1109	105770284.1	497569
1110	105751367.2	497569
1111	105744436.2	497569
1112	105737051.1	497569
1113	105732696.6	497569
1114	105717536.7	497569
1115	105714935.6	497569
1116	105708895.9	497569
1117	105697493.8	497569
1118	105689444	497569
1119	105676444.2	497569
1120	105667795.1	497569
1121	105653032.4	497569
1122	105621656	497569
1123	105590059	497569
1124	105586126.4	497569
1125	105574340.2	497569
1126	105564504.5	497569
1127	105553810.7	497569
1128	105553069.4	497569
1129	105545456.8	497569
1130	105528018.9	497569
1131	105509926.3	497569
1132	105505652	497569
1133	105507192.1	497569
1134	105478026.9	497569
1135	105477493.6	497569
1136	105472005.4	497569
1137	105446444.6	497569
1138	105440522.9	497569
1139	105418446.8	497569
1140	105384188.6	497569
1141	105384048.1	497569
1142	105385836.5	497569
1143	105368237.3	497569
1144	105359990.6	497569
1145	105355621.1	497569
1146	105355158.2	497569
1147	105323461.4	497569
1148	105314913.7	497569
1149	105275144.6	497569
1150	105265267.8	497569
1151	105265310.5	497569
1152	105255874.2	497569
1153	105252321.6	497569
1154	105250595.8	497569
1155	105227349.2	497569
1156	105199209.7	497569
